FOXA1,SERPINC1,1
FOXA1,SFTPB,1
FOXA1,UGT2B17,1
FOXA2,ABCA1,1
FOXA2,CDH1,1
FOXA2,CFTR,1
FOXA2,MMP7,1
FOXA2,NR5A2,1
FOXA2,PAX6,1
FOXA2,SERPINC1,1
FOXA2,SOX14,1
FOXA2,TPO,1
FOXC1,FGF19,1
FOXD3,CYFIP2,1
FOXD3,MITF,1
FOXD3,NDRG1,1
FOXD3,RARB,1
FOXD3,SPP1,1
FOXE1,MSX1,1
FOXF1,GH2,1
FOXF2,BAMBI,1
FOXF2,CXCL12,1
FOXF2,ITGB1,1
FOXF2,MT1E,1
FOXF2,MT1F,1
FOXF2,PDGFA,1
FOXF2,PSG7,1
FOXF2,WASF2,1
FOXG1,CDKN1A,1
FOXH1,AR,1
FOXI1,CFTR,1
FOXL1,BMP4,1
FOXL2,CCND2,1
FOXL2,CYP11A1,1
FOXL2,CYP19A1,1
FOXL2,SIRT1,1
FOXL2,STAR,1
FOXM1,AR,1
FOXM1,BTG2,1
FOXM1,CCNB1,1
FOXM1,CDC25B,1
FOXM1,CDC6,1
FOXM1,CDKN2A,1
FOXM1,FGB,1
FOXM1,MYC,1
FOXM1,SFTPB,1
FOXN1,DSG4,1
FOXO1,ADIPOR1,1
FOXO1,AR,1
FOXO1,CDKN1B,1
FOXO1,CXCR4,1
FOXO1,EGR1,1
FOXO1,FABP4,1
FOXO1,FSHB,1
FOXO1,IGFBP1,1
FOXO1,IGFBP1,1
FOXO1,IL6,1
FOXO1,TNFSF10,1
FOXO1,TXNIP,1
FOXO3,AR,1
FOXO3,BCL6,1
FOXO3,CCND2,1
FOXO3,FASLG,1
FOXO3,FOXM1,1
FOXO3,GALT,1
FOXO3,MYOCD,1
FOXO3,SIRT1,1
FOXO3,SIRT6,1
FOXO3,TNFSF10,1
FOXO3,TXNIP,1
FOXO4,BCL6,1
FOXO4,CREB1,1
FOXO4,HIF1A,1
FOXO4,SOD2,1
FOXO4,TNFSF10,1
FOXP1,KLK3,1
FOXP2,CNTNAP2,1
FOXP2,MET,1
FOXP2,NKX2-1,1
FOXP2,PLAUR,1
FOXP2,SRPX,1
FOXP3,BRCA1,1
FOXP3,CCR4,1
FOXP3,IL2,1
FOXP3,IL2RA,1
FOXP3,USP21,1
FOXQ1,BCL11A,1
FOXQ1,RSPO2,1
FOXQ1,TWIST1,1
FOXQ1,VEGFA,1
FOXQ1,WNT3A,1
FUS,DDIT3,1
FUS,MDM2,1
GABPA,TOMM70,1
GATA1,AGGF1,1
GATA1,BACH1,1
GATA1,BST2,1
GATA1,CBFB,1
GATA1,CDA,1
GATA1,CDC6,1
GATA1,CEBPA,1
GATA1,CYBB,1
GATA1,DACH1,1
GATA1,DICER1,1
GATA1,EPO,1
GATA1,EPO,1
GATA1,EPOR,1
GATA1,FCER1A,1
GATA1,GATA1,1
GATA1,GP1BB,1
GATA1,GP6,1
GATA1,GP9,1
GATA1,GYPB,1
GATA1,HEMGN,1
GATA1,MPL,1
GATA1,PF4,1
GATA1,PRG2,1
GATA1,PTGFR,1
GATA1,SPI1,1
GATA1,TBXA2R,1
GATA1,WT1,1
GATA1,ZNF268,1
GATA2,ADH1A,1
GATA2,AR,1
GATA2,CYBB,1
GATA2,EPO,1
GATA2,ERVW-1,1
GATA2,FCER1A,1
GATA2,GATA1,1
GATA2,MS4A2,1
GATA2,NOS3,1
GATA2,PPARG,1
GATA2,PRG2,1
GATA2,SPI1,1
GATA2,WT1,1
GATA3,CD40LG,1
GATA3,CD8A,1
GATA3,CDH1,1
GATA3,CDH3,1
GATA3,CDX2,1
GATA3,CHST4,1
GATA3,CXCL1,1
GATA3,EPO,1
GATA3,ERG,1
GATA3,ERVW-1,1
GATA3,FOXC1,1
GATA3,FOXC2,1
GATA3,HSD17B1,1
GATA3,IL12RB2,1
GATA3,IL5,1
GATA3,LOX,1
GATA3,MUC1,1
GATA3,PAEP,1
GATA3,STAT4,1
GATA3,TEK,1
GATA3,ZEB1,1
GATA4,AMH,1
GATA4,CCND2,1
GATA4,ERBB2,1
GATA4,FABP2,1
GATA4,HAMP,1
GATA4,HDAC9,1
GATA4,IAPP,1
GATA4,IL5,1
GATA4,NOS3,1
GATA4,NPPA,1
GATA4,SI,1
GATA6,CAV1,1
GATA6,CYP11A1,1
GATA6,CYP17A1,1
GATA6,DAB2,1
GATA6,PLAU,1
GATA6,SULT2A1,1
GBX2,IL6,1
GCM1,ERVW-1,1
GCM1,PGF,1
GCM2,CASR,1
GCM2,PTH,1
GFI1,BAX,1
GFI1,CYP27B1,1
GFI1B,MEF2C,1
GLI1,BCL2,1
GLI1,BCL2,1
GLI1,BHLHE41,1
GLI1,CDK2,1
GLI1,EGR2,1
GLI1,FAS,1
GLI1,MUC5AC,1
GLI1,PDGFRA,1
GLI1,SFRP1,1
GLI1,SOCS1,1
GLI1,TNFRSF10B,1
GLI2,BCL2,1
GLI2,CDH1,1
GLI2,FAS,1
GLI2,FOXF1,1
GLI2,FST,1
GLI2,IFITM5,1
GLI2,MUC5AC,1
GLI2,PDGFRA,1
GLI2,SOCS1,1
GLI2,TNFRSF10B,1
GLI2,WNT2B,1
GLI3,HLA-G,1
GLI3,SMO,1
GLI3,VMP1,1
GTF2I,HSPA5,1
GTF2I,SIRT1,1
GTF3A,BAG3,1
GZF1,HOXA10,1
HAND2,DBH,1
HAND2,NPPA,1
HAND2,PHOX2A,1
HAX1,ATP2A2,1
HBP1,CDKN1A,1
HBP1,DNMT1,1
HBP1,MIF,1
HBP1,NCF1,1
HCFC1,E2F1,1
HCFC1,E2F4,1
HDAC1,ABCB1,1
HDAC1,BAMBI,1
HDAC1,BCL2A1,1
HDAC1,BIRC3,1
HDAC1,BRCA2,1
HDAC1,CCND1,1
HDAC1,CCND1,1
HDAC1,CCND2,1
HDAC1,CD1D,1
HDAC1,CD44,1
HDAC1,CD82,1
HDAC1,CDH1,1
HDAC1,CDKN1A,1
HDAC1,CLDN7,1
HDAC1,COL1A2,1
HDAC1,E2F1,1
HDAC1,EGFR,1
HDAC1,EGR1,1
HDAC1,EIF2AK1,1
HDAC1,ESR1,1
HDAC1,FOS,1
HDAC1,GAD1,1
HDAC1,GRIN2B,1
HDAC1,HLA-DRA,1
HDAC1,HSPA5,1
HDAC1,ICAM1,1
HDAC1,IGFBP3,1
HDAC1,IL2,1
HDAC1,KLF4,1
HDAC1,MMP28,1
HDAC1,MMP9,1
HDAC1,PCNA,1
HDAC1,PHB,1
HDAC1,PTGS2,1
HDAC1,RARB,1
HDAC1,RECK,1
HDAC1,RECK,1
HDAC1,RECQL4,1
HDAC1,RELN,1
HDAC1,RHOB,1
HDAC1,RUNX3,1
HDAC1,RUNX3,1
HDAC1,SNAI2,1
HDAC1,SP1,1
HDAC1,SPP1,1
HDAC1,TFF1,1
HDAC1,TJP1,1
HDAC1,TP53,1
HDAC1,TXNIP,1
HDAC10,TXNIP,1
HDAC11,IL10,1
HDAC11,IL17A,1
HDAC11,TNF,1
HDAC11,TNFSF4,1
HDAC2,ALOX5,1
HDAC2,APAF1,1
HDAC2,BMP7,1
HDAC2,CCNE1,1
HDAC2,CD1D,1
HDAC2,CDH1,1
HDAC2,COL1A2,1
HDAC2,CXCL8,1
HDAC2,DNMT1,1
HDAC2,KLF4,1
HDAC2,MUC5AC,1
HDAC2,PHB,1
HDAC2,SNAI2,1
HDAC2,SP1,1
HDAC2,TGFBR2,1
HDAC2,TNFSF10,1
HDAC2,TWIST1,1
HDAC3,ALOX5,1
HDAC3,CDH1,1
HDAC3,CDKN2A,1
HDAC3,CXCR4,1
HDAC3,GAS2,1
HDAC3,GATA2,1
HDAC3,GRHL1,1
HDAC3,IFNA1,1
HDAC3,JUN,1
HDAC3,MMP2,1
HDAC3,MYC,1
HDAC4,CDKN1A,1
HDAC4,CDKN2A,1
HDAC4,HOXB13,1
HDAC4,IL10,1
HDAC4,JUN,1
HDAC4,JUN,1
HDAC4,MEF2A,1
HDAC4,MMP13,1
HDAC4,PTGS2,1
HDAC4,RUNX2,1
HDAC4,TGIF1,1
HDAC4,TGIF2,1
HDAC4,VCAM1,1
HDAC4,VEGFA,1
HDAC4,WT1,1
HDAC5,FGF2,1
HDAC5,MEF2A,1
HDAC5,SLC2A1,1
HDAC5,SLC2A4,1
HDAC5,SLIT2,1
HDAC5,WT1,1
HDAC5,YY1,1
HDAC7,ACTN4,1
HDAC7,AKAP12,1
HDAC7,CDKN1A,1
HDAC7,ESR1,1
HDAC7,HDC,1
HDAC7,HIF1A,1
HDAC7,HIF1A,1
HDAC7,MEF2A,1
HDAC7,MEF2C,1
HDAC7,MEF2D,1
HDAC7,MMP10,1
HDAC9,CDKN2A,1
HDAC9,CFLAR,1
HDAC9,CFLAR,1
HDAC9,CITED2,1
HDAC9,DIRAS3,1
HDAC9,ESR1,1
HDAC9,HSPA5,1
HDAC9,IGFBP1,1
HDAC9,MEF2A,1
HDAC9,MMP13,1
HDAC9,MYEF2,1
HDAC9,NFKB1,1
HDAC9,PRL,1
HDAC9,RELA,1
HDAC9,STAT6,1
HDAC9,TNFRSF10B,1
HDAC9,TP53,1
HDGF,CDH1,1
HDGF,FAS,1
HDGF,SMYD1,1
HDGF,VEGFA,1
HDGF,VEGFB,1
HDGF,VIM,1
HES1,ASCL1,1
HES1,CD4,1
HES1,DBF4,1
HES1,E2F1,1
HES1,MAP2,1
HES1,PTEN,1
HES1,PTGDS,1
HES6,ASCL1,1
HEXIM1,CCND1,1
HEY1,ACTA2,1
HEY1,BMP2,1
HEY1,GATA4,1
HEY1,GATA6,1
HEY1,KDR,1
HEY1,OCLN,1
HEY1,PROX1,1
HEY2,ACTA2,1
HEY2,GATA4,1
HEY2,GATA6,1
HEYL,AR,1
HHEX,HNF4A,1
HHEX,SLC5A5,1
HIC1,ACKR3,1
HIC1,E2F1,1
HIC1,EPHA2,1
HIC1,LRP8,1
HIC1,MYC,1
HIC1,SIRT1,1
HIC1,STAT3,1
HIC1,VEGFA,1
HIC1,VLDLR,1
HIF1A,ABCB1,1
HIF1A,ACE,1
HIF1A,ACE2,1
HIF1A,AGTR1,1
HIF1A,ALAS2,1
HIF1A,ALDOA,1
HIF1A,APEX1,1
HIF1A,AR,1
HIF1A,ASS1,1
HIF1A,BAX,1
HIF1A,BID,1
HIF1A,BNIP3,1
HIF1A,CA9,1
HIF1A,CCND1,1
HIF1A,CCR7,1
HIF1A,CDH1,1
HIF1A,CXCR4,1
HIF1A,E2F3,1
HIF1A,EDN1,1
HIF1A,EDNRB,1
HIF1A,ENO1,1
HIF1A,EPO,1
HIF1A,FGF2,1
HIF1A,HBEGF,1
HIF1A,HIF1A,1
HIF1A,ITGB2,1
HIF1A,LDHA,1
HIF1A,LEP,1
HIF1A,MET,1
HIF1A,MICA,1
HIF1A,MIF,1
HIF1A,MMP2,1
HIF1A,MMP2,1
HIF1A,NR4A1,1
HIF1A,NT5E,1
HIF1A,PGK1,1
HIF1A,PTGES,1
HIF1A,RECK,1
HIF1A,RORA,1
HIF1A,SDHB,1
HIF1A,SETD2,1
HIF1A,SLC29A1,1
HIF1A,SLC2A1,1
HIF1A,SOCS1,1
HIF1A,TERT,1
HIF1A,TGFB3,1
HIF1A,TGFB3,1
HIF1A,TIMP2,1
HIF1A,TWIST1,1
HIF1A,VEGFA,1
HIF1A,VEGFA,1
HIF1A,VIM,1
HIF1A,WASF3,1
HIF1A,XPC,1
HIF1A,ZNF217,1
HINFP,MBD2,1
HIPK2,CDKN1A,1
HIPK2,HIF1A,1
HIPK2,MEF2C,1
HIPK2,NOX1,1
HIPK2,VEGFA,1
HIPK2,VIM,1
HIRA,PLB1,1
HLF,DBP,1
HLF,RUNX1,1
HLTF,OCA2,1
HMGA1,BRCA1,1
HMGA1,CD44,1
HMGA1,CDC25A,1
HMGA1,CDH1,1
HMGA1,INSR,1
HMGA1,INSR,1
HMGA1,KL,1
HMGA1,POU1F1,1
HMGA1,PTGS2,1
HMGA1,SLC2A3,1
HMGA1,TWIST1,1
HMGA1,XPA,1
HMGA2,CDH1,1
HMGA2,COL11A2,1
HMGA2,POU1F1,1
HMGB2,GFI1B,1
HMGB2,TNF,1
HNF1A,ACAT2,1
HNF1A,CDH17,1
HNF1A,IGFBP1,1
HNF1A,LCT,1
HNF1A,MTTP,1
HNF1A,SLC22A10,1
HNF1A,SLC22A9,1
HNF1A,TM4SF1,1
HNF1A,UGT1A1,1
HNF1A,UGT1A10,1
HNF1A,UGT1A8,1
HNF1A,UGT1A9,1
HNF1A,UGT2B17,1
HNF1A,UGT2B7,1
HNF1B,UMOD,1
HNF4A,ABCG5,1
HNF4A,ABCG8,1
HNF4A,AFP,1
HNF4A,C1QTNF5,1
HNF4A,CEACAM1,1
HNF4A,CYP2C8,1
HNF4A,CYP2C9,1
HNF4A,CYP2D6,1
HNF4A,CYP7A1,1
HNF4A,FABP2,1
HNF4A,GFER,1
HNF4A,GH1,1
HNF4A,LDLR,1
HNF4A,MMP7,1
HNF4A,MTTP,1
HNF4A,MYC,1
HNF4A,NPC1L1,1
HNF4A,NR1I2,1
HNF4A,PCSK9,1
HNF4A,RNASE2,1
HNF4A,SERPINC1,1
HNF4A,SHBG,1
HNF4G,AFP,1
HNF4G,CYP2D6,1
HOPX,FLG,1
HOPX,FOS,1
HOPX,LOR,1
HOXA1,BCL2,1
HOXA1,CCND1,1
HOXA1,MYC,1
HOXA10,BHLHE22,1
HOXA10,CDKN1C,1
HOXA10,EMX2,1
HOXA10,EMX2,1
HOXA10,ID2,1
HOXA10,IGFBP1,1
HOXA10,IL11,1
HOXA10,IL15,1
HOXA10,KLF9,1
HOXA10,MYCN,1
HOXA10,PHGDH,1
HOXA10,SNAI1,1
HOXA10,TP53,1
HOXA11,HOXA10,1
HOXA5,ARHGEF1,1
HOXA5,PGR,1
HOXA5,PTN,1
HOXA7,CDH1,1
HOXA7,IVL,1
HOXA7,KRT10,1
HOXA7,VIM,1
HOXA9,ARHGEF1,1
HOXA9,ID2,1
HOXA9,MYCN,1
HOXA9,NFKB1,1
HOXA9,RELA,1
HOXB1,TCF4,1
HOXB13,TCF4,1
HOXB7,CCND1,1
HOXB7,CDKN1B,1
HOXB7,DAPK1,1
HOXB7,EGFR,1
HOXB7,FGF2,1
HOXB7,MMP2,1
HOXB7,PDGFA,1
HOXB7,THBS2,1
HOXB7,VEGFA,1
HOXB7,WNT5A,1
HOXC10,HOXB8,1
HOXC13,DSG4,1
HOXC13,SPI1,1
HOXC6,IGFBP3,1
HOXC6,MME,1
HOXC9,HOXB8,1
HOXD9,HOXD9,1
HR,OLR1,1
HSF1,ATG7,1
HSF1,BAG3,1
HSF1,CDKN1A,1
HSF1,GUCA2B,1
HSF1,HSD17B6,1
HSF1,HSPA4,1
HSF1,IL1B,1
HSF1,LDHA,1
HSF1,MICA,1
HSF1,MICB,1
HSF1,NAT1,1
HSF1,POLK,1
HSF1,SERPINE1,1
HSF2,HSPA4,1
HSF2,MAP2K4,1
HSF2,MAPK8,1
HSF2,TNFSF11,1
HSF4,DNASE2B,1
HSF4,DNASE2B,1
HTATIP2,MMP2,1
HTATIP2,SPP1,1
HTATIP2,VEGFA,1
ID1,ZNF148,1
ID2,SNAI1,1
ID3,TCF3,1
ID4,BRCA1,1
IFI16,ICAM1,1
IFI16,MYC,1
IFI16,WT1,1
IKBKB,CD44,1
IKBKB,MMP9,1
IKBKB,NOS2,1
IKBKB,VCAM1,1
IKZF1,FGFR4,1
ILF2,ACRV1,1
ILF3,ACRV1,1
ILF3,BIRC5,1
ILF3,HLA-DRA,1
ILF3,IL2,1
ILF3,PLAU,1
ING1,AFP,1
ING1,BAX,1
ING1,CASP3,1
ING1,CDKN1A,1
ING1,TP53,1
ING2,BCL2,1
ING2,MMP13,1
ING4,ANGPT1,1
ING4,ARL6IP5,1
ING4,BAX,1
ING4,BCL2,1
ING4,CASP3,1
ING4,CCND1,1
ING4,CDKN1A,1
ING4,CDKN1B,1
ING4,CXCL8,1
ING4,NGF,1
ING4,NTRK1,1
ING4,PTGS2,1
ING4,SKP2,1
ING4,SPP1,1
ING4,TP53,1
IRF1,BCL2,1
IRF1,CASP7,1
IRF1,CCNB1,1
IRF1,CCNE1,1
IRF1,CD40,1
IRF1,CDK1,1
IRF1,CDK2,1
IRF1,CDK4,1
IRF1,CDKN1A,1
IRF1,CEACAM1,1
IRF1,CIITA,1
IRF1,CXCL10,1
IRF1,CYBB,1
IRF1,DDX58,1
IRF1,DST,1
IRF1,E2F1,1
IRF1,EIF2AK2,1
IRF1,FOXP3,1
IRF1,HLA-A,1
IRF1,IFIT3,1
IRF1,IFNA1,1
IRF1,IFNA13,1
IRF1,IFNB1,1
IRF1,IFNG,1
IRF1,IL10,1
IRF1,IL27,1
IRF1,IRF2,1
IRF1,MYB,1
IRF1,NCF2,1
IRF1,PSMB9,1
IRF1,SOCS1,1
IRF1,SOCS2,1
IRF1,TAP1,1
IRF1,TNFSF10,1
IRF2,CIITA,1
IRF2,CXCR4,1
IRF2,DST,1
IRF2,IFNB1,1
IRF2,IFNGR1,1
IRF2,TAP1,1
IRF3,ABCC2,1
IRF3,CXCL10,1
IRF3,IFNA1,1
IRF3,IFNB1,1
IRF3,MAVS,1
IRF3,PURA,1
IRF3,SOCS2,1
IRF4,BCL6,1
IRF4,CD68,1
IRF4,FCER2,1
IRF4,IRF3,1
IRF5,IFNA1,1
IRF5,PDLIM7,1
IRF7,ATF4,1
IRF7,CD80,1
IRF7,CXCL10,1
IRF7,IFNA1,1
IRF7,IFNA13,1
IRF7,IFNA2,1
IRF7,IFNB1,1
IRF7,IFNB1,1
IRF8,CD68,1
IRF8,CYBB,1
IRF8,GAS2,1
IRF8,IL1B,1
IRF8,NCF2,1
IRF8,NF1,1
IRF8,TLR3,1
IRF9,CCND2,1
IRF9,CDKN1A,1
IRF9,CDKN1B,1
IRF9,IL27,1
IRF9,NCAM1,1
IRF9,PML,1
IRF9,SP100,1
ISL1,MEF2C,1
JDP2,ATF3,1
JDP2,DDIT3,1
JUN,ABCB1,1
JUN,APOC3,1
JUN,AR,1
JUN,ATF3,1
JUN,BECN1,1
JUN,BEX2,1
JUN,BRCA1,1
JUN,CCK,1
JUN,CCL2,1
JUN,CCND1,1
JUN,CCND1,1
JUN,CD82,1
JUN,CDKN1A,1
JUN,CREM,1
JUN,CSF1,1
JUN,CTSL,1
JUN,CXCL8,1
JUN,CYP19A1,1
JUN,DCN,1
JUN,DDIT3,1
JUN,EGFR,1
JUN,ETS1,1
JUN,EZR,1
JUN,FAS,1
JUN,FOSL1,1
JUN,GJA1,1
JUN,HEY1,1
JUN,IFNG,1
JUN,IL12B,1
JUN,IL2,1
JUN,IL3,1
JUN,IL6,1
JUN,JUN,1
JUN,KRT16,1
JUN,LBP,1
JUN,LDHA,1
JUN,LGALS3,1
JUN,LOR,1
JUN,MAPK8,1
JUN,MAT2A,1
JUN,MEF2D,1
JUN,MMP1,1
JUN,MMP13,1
JUN,MMP2,1
JUN,MMP3,1
JUN,MMP7,1
JUN,MMP9,1
JUN,MMP9,1
JUN,MSR1,1
JUN,MYC,1
JUN,NAMPT,1
JUN,NEFL,1
JUN,NEIL1,1
JUN,NOS2,1
JUN,NOS2,1
JUN,NOX5,1
JUN,PGR,1
JUN,PLAT,1
JUN,PLAUR,1
JUN,PPARD,1
JUN,PTGS2,1
JUN,PTN,1
JUN,RARA,1
JUN,RARB,1
JUN,RARG,1
JUN,RHOB,1
JUN,SMAD7,1
JUN,SMN1,1
JUN,SOX7,1
JUN,SPI1,1
JUN,SPRR1B,1
JUN,STMN1,1
JUN,TERT,1
JUN,TNC,1
JUN,TNF,1
JUN,TNFRSF1B,1
JUN,TP53,1
JUN,UGT2B15,1
JUN,VCAM1,1
JUN,VDR,1
JUN,VEGFA,1
JUNB,CD82,1
JUNB,EGFR,1
JUNB,IL4,1
JUNB,LOR,1
JUNB,PTGS2,1
JUND,BCL6,1
JUND,BCL6,1
JUND,CCND1,1
JUND,CCR4,1
JUND,FOSL1,1
JUND,GADD45A,1
JUND,GAST,1
JUND,IL6,1
JUND,ITGAV,1
JUND,ITGB3,1
JUND,MDM2,1
JUND,MDM2,1
JUND,MYB,1
JUND,MYB,1
JUND,NOS2,1
JUND,PTGS2,1
JUND,SOX4,1
KAT2B,CDK2,1
KAT2B,CDKN1A,1
KAT2B,CDKN1B,1
KAT2B,IRF7,1
KAT2B,RB1,1
KAT2B,SMAD4,1
KAT2B,ZEB1,1
KAT5,ERCC1,1
KAT5,GMPS,1
KAT5,HDC,1
KAT5,STAT3,1
KAT6A,HOXA9,1
KCNIP3,GCM1,1
KCNIP3,SLC8A3,1
KDM2A,EREG,1
KDM4B,AR,1
KDM4C,JAG1,1
KHDRBS1,IGF2,1
KHDRBS1,LEP,1
KLF10,CDKN1A,1
KLF10,EGFR,1
KLF10,FGFR1,1
KLF10,ITGAD,1
KLF10,PTGS1,1
KLF10,SERPINE1,1
KLF10,STMN1,1
KLF11,INS,1
KLF12,PRL,1
KLF12,TFAP2A,1
KLF13,LDLR,1
KLF14,TGFBR2,1
KLF15,LRP5,1
KLF15,RBP3,1
KLF15,RHO,1
KLF16,CDKN1A,1
KLF2,CCR5,1
KLF2,CDKN1A,1
KLF2,CXCR4,1
KLF2,FABP5,1
KLF2,NOS3,1
KLF2,PPARG,1
KLF2,THBD,1
KLF2,WEE1,1
KLF3,CKM,1
KLF4,ALPI,1
KLF4,ATF3,1
KLF4,BDKRB2,1
KLF4,BIRC5,1
KLF4,CCNB1,1
KLF4,CCND1,1
KLF4,CCND1,1
KLF4,CD14,1
KLF4,CDH1,1
KLF4,CDH5,1
KLF4,CDKN1A,1
KLF4,CDKN1A,1
KLF4,CDKN1B,1
KLF4,CDKN1C,1
KLF4,GDF15,1
KLF4,GPA33,1
KLF4,HBA1,1
KLF4,HBA2,1
KLF4,HDC,1
KLF4,HSPA8,1
KLF4,IFITM3,1
KLF4,IL1B,1
KLF4,IL6,1
KLF4,KRT19,1
KLF4,LAMA1,1
KLF4,LAMA3,1
KLF4,LXN,1
KLF4,MMP2,1
KLF4,NANOG,1
KLF4,ODC1,1
KLF4,PFKP,1
KLF4,RARA,1
KLF4,SOD1,1
KLF4,THBD,1
KLF4,TP53,1
KLF4,TP53,1
KLF4,VDR,1
KLF5,BIRC5,1
KLF5,CCNB1,1
KLF5,CCND1,1
KLF5,CXCR4,1
KLF5,FASN,1
KLF5,FGFBP1,1
KLF5,HIF1A,1
KLF5,ITGB2,1
KLF5,MMP9,1
KLF5,NOTCH1,1
KLF6,ATF3,1
KLF6,CCND1,1
KLF6,CDKN1A,1
KLF6,CERS2,1
KLF6,CGB5,1
KLF6,DAPK2,1
KLF6,LAMA1,1
KLF6,MMP9,1
KLF6,NOS2,1
KLF6,PMAIP1,1
KLF6,PSG3,1
KLF6,PSG5,1
KLF6,PTTG1,1
KLF8,CDH1,1
KLF8,CDH2,1
KLF8,EPSTI1,1
KLF8,FN1,1
KLF8,MMP14,1
KLF8,MMP9,1
KLF8,VIM,1
KLF9,PDCD5,1
KLF9,PMAIP1,1
L3MBTL1,RUNX1,1
LDB1,TCF3,1
LEF1,CD1D,1
LEF1,CLDN2,1
LEF1,CYLD,1
LEF1,DSG4,1
LEF1,ELANE,1
LEF1,MITF,1
LEF1,MMP7,1
LEF1,MYCBP,1
LEF1,NRCAM,1
LEF1,OCA2,1
LHX2,POU1F1,1
LHX2,PRL,1
LHX2,TSHB,1
LHX3,FSHB,1
LHX4,POU1F1,1
LIMD1,HIF1A,1
LMO2,CDH1,1
LMO2,ERG,1
LMO2,FGF2,1
LMO2,GYPA,1
LMO2,LEF1,1
LMO2,NFATC1,1
LMO2,ZEB1,1
LMO3,ASCL1,1
LMO3,ASCL1,1
LMO3,HES1,1
LMO4,BMP7,1
LMO4,BMP7,1
LMO4,BRCA1,1
LMO4,DLG4,1
LMX1B,COL4A4,1
LMX1B,NLRP2,1
LMX1B,TCF3,1
LRRFIP1,EGFR,1
LRRFIP1,TNF,1
LYL1,ERG,1
LYL1,NFKB1,1
MAF,IL4,1
MAF,ITGB7,1
MAF,MMP13,1
MAFA,PC,1
MAML1,EGR1,1
MAML1,HEY1,1
MAML1,TNFRSF12A,1
MAX,ODC1,1
MAZ,HRAS,1
MAZ,MMP1,1
MAZ,MMP14,1
MAZ,TSG101,1
MBD1,ALOX5,1
MBD1,IRF8,1
MBD1,MGMT,1
MBD1,SETDB1,1
MBD2,GSTP1,1
MBD2,NANOG,1
MDM2,DNMT3A,1
MECP2,CCND1,1
MECP2,ESR1,1
MECP2,GAD1,1
MECP2,IGFBP3,1
MECP2,RELN,1
MECP2,TFF1,1
MED1,AURKA,1
MED1,SULT2A1,1
MED23,KISS1,1
MEF2A,JUN,1
MEF2A,MAPK14,1
MEF2A,MAPK7,1
MEF2A,MMP10,1
MEF2A,NRF1,1
MEF2A,SLC2A4,1
MEF2A,SOST,1
MEF2C,CPT1B,1
MEF2C,JUN,1
MEF2C,JUN,1
MEF2C,MAPK7,1
MEF2C,NR4A1,1
MEF2C,SOST,1
MEF2D,ATF3,1
MEF2D,CD14,1
MEF2D,JUN,1
MEF2D,SOST,1
MEIS1,PF4,1
MEN1,CASP8,1
MEN1,CDKN1B,1
MEN1,CDKN2C,1
MEN1,GAST,1
MEN1,JUND,1
MEN1,TERT,1
MITF,ACP5,1
MITF,BCL2A1,1
MITF,BEST1,1
MITF,CTSK,1
MITF,DCT,1
MITF,FOS,1
MITF,GPNMB,1
MITF,HIF1A,1
MITF,KIT,1
MITF,OCA2,1
MITF,PPARGC1A,1
MITF,SERPINF1,1
MITF,TRPM1,1
MITF,TYR,1
MITF,TYRP1,1
MLLT10,BAX,1
MLLT10,CDKN1A,1
MLLT10,MDM2,1
MLLT3,BAX,1
MLLT3,CDKN1A,1
MLLT3,MDM2,1
MLLT3,SCNN1A,1
MLXIPL,TXNIP,1
MSC,CDC25A,1
MSC,CDC6,1
MSC,CTLA4,1
MSC,FOXP3,1
MSC,IFNG,1
MSC,IL10,1
MSC,IL2RA,1
MSC,LTA,1
MSC,MCM7,1
MSC,MMP2,1
MSX1,DKK1,1
MSX1,DLK1,1
MSX1,HEY1,1
MSX1,NOTCH3,1
MSX2,BCL2,1
MSX2,BGLAP,1
MSX2,CDH2,1
MSX2,NKX3-1,1
MSX2,SOD1,1
MTA1,ARNTL,1
MTA1,BCAS3,1
MTA1,BCL2L1,1
MTA1,CDH1,1
MTA1,CDKN2A,1
MTA1,EGFR,1
MTA1,EPHA2,1
MTA1,ESR1,1
MTA1,MTA3,1
MTA1,NOS2,1
MTA1,PTEN,1
MTA1,RNF144A,1
MTA1,SMAD7,1
MTA1,SNAI1,1
MTA1,SNAI2,1
MTA1,SUMO2,1
MTA2,CDH1,1
MTA2,FSHR,1
MTA3,CGB5,1
MTA3,SNAI1,1
MTF1,GCLC,1
MTF1,MCAT,1
MTF1,PRNP,1
MTF1,SOD1,1
MXD1,PTEN,1
MXD1,TERT,1
MXD1,TERT,1
MZF1,PADI1,1
MXI1,MYC,1
MYB,BCL2,1
MYB,BCL2,1
MYB,CCNA1,1
MYB,CD4,1
MYB,CDO1,1
MYB,CLEC4G,1
MYB,COL1A1,1
MYB,COL1A2,1
MYB,CSF3R,1
MYB,GSTM1,1
MYB,ICAM1,1
MYB,IL15,1
MYB,IL7,1
MYB,KLF1,1
MYB,LCK,1
MYB,LMO2,1
MYB,MAT2A,1
MYB,MYC,1
MYB,TK1,1
MYB,WT1,1
MYBL2,MYC,1
MYC,ASS1,1
MYC,BMI1,1
MYC,BRD7,1
MYC,CCND1,1
MYC,CCND2,1
MYC,CCNE1,1
MYC,CD33,1
MYC,CD38,1
MYC,CDC25C,1
MYC,CDC34,1
